id	antiHormonal_20m_ESR1_letrozole_2m_1	antiHormonal_20m_ESR1_letrozole_2m_2	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_CYP19A1_letrozole_2m_2	antiHormonal_18m_ESR1_no_3	antiHormonal_20m_ESR1_no_2	antiHormonal_20m_CYP19A1_no_1	aging_12m_ESR1_no_3	aging_24m_CYP19A1_12m_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_30m_CYP19A1_18m_2	antiHormonal_20m_CYP19A1_no_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_12m_2	aging_24m_ESR1_6m_1	aging_12m_ESR1_no_2	aging_12m_CYP19A1_1w_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	antiHormonal_18m_ESR1_no_1	aging_24m_CYP19A1_12m_3	aging_30m_ESR1_18m_3	aging_18m_ESR1_no_2	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_18m_ESR1_no_3	aging_24m_ESR1_12m_3	aging_30m_ESR1_18m_2	aging_18m_ESR1_1w_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_ESR1_12m_1	aging_18m_ESR1_1w_2	antiHormonal_18m_CYP19A1_no_3	aging_24m_CYP19A1_no_2	aging_12m_ESR1_no_1	aging_12m_ESR1_1w_2	aging_18m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_3	aging_18m_CYP19A1_1w_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_1	aging_18m_CYP19A1_no_3	aging_12m_CYP19A1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_1	aging_18m_ESR1_no_1	aging_24m_CYP19A1_6m_2	aging_24m_ESR1_no_2	aging_24m_ESR1_6m_2	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_18m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_18m_ESR1_1w_1	aging_30m_CYP19A1_18m_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_24m_CYP19A1_no_3	aging_24m_CYP19A1_no_1	aging_12m_ESR1_1w_1	aging_12m_ESR1_1w_3	aging_24m_CYP19A1_12m_2	aging_30m_ESR1_18m_1	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_ESR1_no_3	aging_24m_ESR1_no_3	antiHormonal_18m_ESR1_no_2	aging_18m_CYP19A1_1w_1	aging_12m_CYP19A1_no_1	antiHormonal_20m_CYP19A1_no_2	aging_12m_CYP19A1_1w_2
chr1:153115000-153116241:-	1			1							1																								1												1																							1		
chr1:155049731-155073181:+	2	2		2		2	1	1		1	6	2		1	1			5		1	4	1	4	4	1	1	4		5		1		1	3	1	1	5	1		2		2			2	5	3		1		1	1	2	1	1	5	1	1			6	3			3	2		2	1	1	3	
chr1:155477199-155500704:+	1			1	1	1	1														3		1				1									1		1				1			1						1			1			2	1			2				1			2			2	
chr1:155828899-155838306:-	2			1			1	1	2	1	1	1		2	1				2	1	2	1	2	1	2	2	2	2			1		2	1		3	2	1	1	2		4			4		2					1	2	1		5	1				5	2			1	3		1	1	2	2	2
chr1:157001712-157006822:-	1																										2											1															1															2				
chr1:160509610-160530030:-	1			1															1						1		1																								1																	1				
chr1:160528281-160530030:-	3	1	1	1										1	1				1	2	2		1	1		1	1	1	2		1		1			3	1	5		2							1				2			1							1					1			1		1	
chr1:160778410-160790054:+	1																																																		1																					
chr1:163085329-163089584:-	1				1							1																1							1					1															1		1															
chr1:163954873-163954929:+	1																																																																							
chr1:165184997-165195074:-	1									1										1							1						1														1		1																			2	1	2		
chr1:165195014-165227437:-	1																																																																							
chr1:165216226-165239168:-	1						1			1	1			1						1								1																																										1		
chr1:165239032-165256884:-	2																			1																																																				
chr1:169975564-169994517:-	1																																1																																							
chr1:176906339-177076447:-	1						1	1			2			2			1	1		3		2	1	1		1	1						1	2				2		3		2			2		2				1			3				1			2				2	1		1	1		1	1
chr1:176930527-177076447:-	1	3	1	2			3				5			5	1					1	1	2	1	1			1		1		3		1	1	3	2	2	1	1	2		5	1		5	3					3		4			2	2	3			2	5			2	1		1	1	3	5	2
chr1:176937192-177076447:-	1													1											1	1								1																												1										
chr1:185059747-185059816:-	1																																																																							
chr1:185118442-185129464:+	1		1	2				1			1	1						1		1	1		3	1			3	2	1		1		3							1		3			3						1	1	1		1										1	4		2	1			
chr1:187775530-187798654:+	1																																							1																															1	
chr1:190603788-190620961:-	1			1										1										1		2					1																3					1					1								1							
chr1:190603788-190631768:-	2			2			1	1		4		3						2		2			1	2				1	3		2			1		2		2		1		1		2	1	1					3					1		2				1			2	5		2	1		3	
chr1:190617530-190631768:-	1										2							1	1	3			1			2							1	1		1	1														2							2				1						1	2	1		1
chr1:191087219-191087270:-	1	2																													1							1																1				1														
chr1:194750434-194760144:-	1																																																																							
chr6:3522682-3562358:+	1	1	1	2	1					2		2		1	1	1		1		1	2		1		1	1	1		1								1			1		1			1		3					2					1	2							1	1			1		1	1
chr6:3532157-3555466:+	1		1																		1																															1			5						2											
chr6:4524875-4524929:+	1																																																																							
chr6:5100431-5115480:+	2					1															2			1					1													1			1		1				1	1									1										1	
chr6:8537816-8582790:+	2	1		5	4	1	1	5		4	4			3					2	4	2	6	1	3		6	3		8				2	3		3	1	6	1	2	2	2		1	2	1	4		1		5	2	1	4	2		4	3		1		5			4	5		3	4	1	2	
chr6:15740986-15770491:+	1																														2																															1										
chr6:17339474-17339545:+	1			1			1	1		2		1						1		2				1		2			2					2				1									2							2	1		1	1			1				1			1	2			
chr6:17487795-17492436:+	1			1							1							1	1	1		1	2			2	1	1	1				1					2				1			1		2						1	1	1			1								2			2			
chr6:22132227-22145686:+	10	5	4	3	4	3	3	8	1	7	10	6		7	1			4	4	6	7	1	6	5	4	7	7	6	5		4	3	8	5	12	11	1	14		5	2	10	1	3	10	1	13		7			8		13	1	5	5	5			3	1			11	1		6	4	11	9	3
chr6:22339271-22343318:-	1																							1	1						1		2				1									1							2		1											1						
chr6:23107138-23122736:-	1			2																			1			2					1	1			1																			1											1							
chr6:24491462-24505910:-	1	1						1						2											1																	1			1				1								1															
chr6:29361558-29361752:+	1									1									1																																											1				2						
chr6:30095338-30102308:+	1																																																																			1				
chr6:31395865-31410066:+	2		1		4		3	2			5			1						2		2		1				1	4		2			1			2	1		2		1	1		1		1					2			1	1		1				1			1	5		1	2		1	1
chr6:31403648-31454991:+	1																																																																							
chr6:34863000-34868472:-	3						1												1			1							1		1			4	2			2	1			1			1	2								1			1	1							2			1	1	1		
chr6:35054915-35057161:-	2	1		1			1	2		1	1	5						4		1	2	1	1		1	1			4				2			1	2			2	1		1	1										1			1	3			1	1				3			1			1
chr6:37880467-37908435:+	1			2		1	1	1		1	1										1		2	1	3		1	1	1		1		1		1		1	1	1												2			3			1	1		1		1			1			1	1			
chr6:38438409-38447157:+	1	2	1									1		1								2																			1	1			1							1	1		1			1				1			2	2			1		2	
chr6:38439897-38447157:+	1		1								1										1	1							1				1	1	1		1	1		1																						1				2						
chr6:38575749-38575866:+	1																																																																							
chr6:39070285-39070561:-	2																																																																							
chr6:39142030-39150372:-	1													1							2	1						1			2				1												1								1		1														1	
chr6:47478101-47479524:+	2		1		2	1	3	1		2	2			2				1		1	4		1	5	1	1	1	1	1				2	1	2	1	1	1		4			1									1	1					2		1	1	1			1			1	1	1	2	
chr6:47553469-47554601:-	6	2	3	3		2	1	1		2	2	1		5				2	2	1	7		3	4	2	6	6	4	5		6		6	2	2	5	1	4		1	1	3	1	1	3	2	7				1	1		3	4	2	1	2		1	4	4		1	4	5		5	3	1	6	
chr6:47553496-47554601:-	1	1		1	1			1										1		1	1		4	1					1			1		1		2				1				1		1	1				1			1		4		1				1				4		3	2	2		1
chr6:52735340-52741999:+	1																																																																							
chr6:56826622-56837786:+	1																																																					1			1															
chr6:65832932-65839978:+	1																																																																							
chr6:82730733-82730886:-	1																																																																							
chr6:83911930-83949265:+	1			1				3		1																	1	1	1									1		1																3	1															
chr6:84126656-84129391:+	1	2			2			1			1			1									1				2									1		1								1	1		1						3		1													1		
chr6:86742743-86742789:-	2																																																																							
chr6:86921338-86944355:+	1									1																																										2														1				1		
chr6:87881069-87884497:+	1																																																																							
chr6:88332464-88335624:-	1	1	2		1	2		1			3	4		4				1		3		2	6	3		1	3	1	2					2	2		1	2	2	2		4		1	4		2				1	3		2	2		4	1			1				2	2			5	4	2	
chr6:89544568-89546394:-	1	2		2			2	2		2	2			2							1	3			1		1		2		1			2			1	1		1	2	2		1	2						2						2					1			4	2				2		
chr6:93769327-93792806:-	3	1	8		10	7		6		6								5			5		4	9		7	3	8	10		2		20			7	5									3	4						2			11					12	10				7		4				
chr6:99412176-99433541:-	1	1			1							2													1				2					1	1		1			1																						1						2		1		
chr6:99609217-99628752:-	1										1	4								1			1	1				1						1																				1				2				1			1							
chr6:115946836-115947209:-	1		1		2						1						1											1			1			1		1								1		2							1			1	2	2										2				
chr6:116110727-116115211:-	2	1		1		1					1	1								1	1		3			1									2							1	1		1							1									1	1		1	1	1					4	
chr6:118101272-118103299:-	1																	1																				1																																		
chr6:118753377-119034476:-	1			1																																																																				
chr6:119338788-119347369:-	1																																																			1				1																
chr6:119671531-119699269:-	1	1						1																												1																													1							
chr6:119671531-119720442:-	1																																																																							
chr6:119720248-119750862:-	1																			1							1																																													
chr6:119888008-119891198:+	1		1		1																					1	1	2																		1															1				1							
chr6:119897070-119897989:+	7	9	7	9	5	7	17	9	2	13	10	9		3	1			6	2	10	15	6	12	12	4	7	5	14	12		6	3	12	5	6	9	10	12	2	9	2	10	1	3	10	7	11		2		4	4	8	9	6	8	6	4			6	11		1	12	31		16	7	7	12	3
chr6:119897073-119897989:+	1																	1													1					1											1																									
chr6:120847726-120853307:+	1			2	1	2	1			3		1		3					2	2	1		4					7	1				2	1		1	3	4		2		3	1		3	2	2				2			1	4	1					2	1				1		2	1	1	4	
chr6:131262605-131266410:-	1																																																																							
chr6:131356320-131360497:-	1																																																																							
chr6:134456471-134463634:-	1														1																																																									
chr6:134483158-134484645:-	1																																																																							
chr6:134518614-134519008:-	1			1	1		1				3	1									1	2	3			3		2	2					1	4	1	3	2		1	1	2			2	2			2		2	1		1		1	2				1	3		1	3	1				1		1
chr6:134735581-134738397:-	2	1	1		2					1	4	1			2			2	1	2	1	1	1			1	1	2	3		4		2	1				1		4			1								2	2	1		3	1	2									4		2	2	2	3	
chr6:136536761-136543783:+	1																											1					1																								1															
chr6:136564042-136564681:+	1																																																																							
chr6:137086863-137086975:-	1																																																																							
chr6:140489445-140501796:+	2		1			1		1	1	2		2		2						1	1		1		1		1	3			1				2	1		3		1		2			2		6				1		1			2						2				5			2		2	
chr6:140489445-140514607:+	3		3	2			5	3	3	1	1	2			1					4	2	1	7	3	1		2	4			1		3	2	2	3	1	4		1	1	3		1	3	1	11		1		3		5		7	3	2	3			1	4		1	8	8			1		1	2
chr6:140518590-140527814:+	1							1																																																																
chr6:145320641-145322349:-	1																																																																							
chr6:147434773-147438978:+	2	1	1							1												1							1																																								1			
chr6:148312535-148317281:-	1																						1															1																															1			
chr6:148698138-148703487:-	1			1																						1												2																	1																	
chr6:149070945-149085036:-	1																																																																							
chr3:7593089-7604243:+	1																																																																							
chr3:14601058-14612454:+	1																																																																							
chr3:14605126-14605169:+	1				1	1				1		2												2	1				3					1			1					2			2						1	1				1	1				1	1								2	1	
chr3:14610555-14624451:+	1	2																		1	2		1						1		2					2		1				2			2		5									1		1								4		2				
chr3:20162918-20163649:+	1																																																																							
chr3:37010915-37010954:+	1											1														1																																			1											
chr3:37019023-37029911:+	1						1			1								1		1				3											1					2																	1				1					2						
chr3:51215470-51233456:-	2	3	6	6	1	3	5	2		4	5	6		4	1			5	1	3	6	6	9	4	5	4	3	8	5		9	1	11	6	3	7	5	4		4	2	12	2		12	2	16		2		4	3	5	8	4	2	7	1			2	2			3	3		5	8	2	11	3
chr3:55987279-55998541:-	1	1				2	1	1	1		1			2				2	2		2	1		4		5	1		2		1		1	4		2		3		2		1	1		1						2	2		1		1	5	2			2	4			1	2		2	2	3	3	
chr3:55989792-55998541:-	1																						1											1																																						
chr3:57676460-57703706:+	1			1	1		1			1	1									1		1	1	1									1			1											1							2								1			1						1	
chr3:58938966-58949834:+	1		2	1	1						1	1											1		1			1									1	1		3							1		1		1														1	1						2
chr3:69008384-69009581:-	1									1																		1					1							2		2			2	2					1					1												1	1			
chr3:84000861-84049071:-	1																																																																							
chr3:85637565-85648681:-	1		2		1					1		3						1	1				1			1		2	1									1				1			1											1									2					1		
chr3:86000996-86011654:+	2			1			1	1		1										1				1													1					2			2		1					1				1										1						
chr3:86198733-86235663:+	2	1																		1			1								1								2																																	
chr3:86712890-86713548:-	1																																																																							
chr3:87609539-87609696:+	1																																																																							
chr3:88873118-88893097:+	1	1		4	1		1	1		1	3	4		2			1	2	3	1	3		1	1	1		1	2				1	4	1		2	1	1		3		1			1		4					1	1	4	3	1	2	2		1	1	2				1			3	1	1	2
