id	antiHormonal_20m_ESR1_tamoxifen_2m_3	aging_24m_ESR1_6m_2	aging_24m_CYP19A1_no_3	antiHormonal_18m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_3	aging_24m_CYP19A1_6m_3	aging_12m_ESR1_no_2	antiHormonal_18m_ESR1_no_1	aging_12m_ESR1_no_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_no_2	aging_24m_ESR1_6m_3	aging_18m_ESR1_no_1	aging_12m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_18m_ESR1_no_3	aging_24m_CYP19A1_12m_1	aging_30m_CYP19A1_18m_3	aging_24m_CYP19A1_6m_2	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_1	aging_24m_ESR1_12m_2	antiHormonal_20m_CYP19A1_no_1	aging_12m_CYP19A1_no_1	antiHormonal_20m_CYP19A1_no_3	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_24m_ESR1_no_2	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_18m_ESR1_1w_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_2	aging_18m_CYP19A1_no_2	aging_18m_ESR1_1w_3	aging_24m_ESR1_6m_1	antiHormonal_20m_ESR1_letrozole_2m_1	aging_24m_ESR1_no_1	aging_24m_ESR1_12m_1	antiHormonal_20m_ESR1_no_3	aging_24m_CYP19A1_12m_3	aging_24m_CYP19A1_6m_1	aging_12m_CYP19A1_no_3	aging_12m_CYP19A1_no_2	aging_30m_ESR1_18m_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_3	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_1	aging_30m_ESR1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_18m_CYP19A1_1w_3	aging_12m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_1	aging_12m_ESR1_1w_3	aging_24m_CYP19A1_no_2	aging_18m_CYP19A1_no_3	aging_24m_ESR1_12m_3	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_1	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_no_3	aging_30m_CYP19A1_18m_1	aging_18m_ESR1_1w_1	antiHormonal_20m_CYP19A1_letrozole_2m_3	aging_18m_CYP19A1_no_1
chr11:98154296-98158684:+	3	1	6	7	3		3	7		7	1	2	1	5	6	5	2	5	3	5		4		2	4		3		4				6		5	1	7	5	6		2	8		1	6	5		3	6	4	2	3	5	4				4			3	3		4	5			4				5
chr11:100412831-100414359:+	1																			1																																																				
chr11:102391629-102429182:-	1																																																																			1				
chr11:102755534-102756486:-	1																						1																																																	
chr11:104227047-104259604:-	1																																																																							
chr11:104259506-104269652:-	3			1	1		1				2	1	3	1	2	2	4	1		3		1			1	1	2			1		3	2	1			5	1	3	1				1				2	2		2			1			2	2	1		2	2	1								2	1
chr11:104314748-104317294:-	3		1	3	6	3		1	3			1	4		2	4		2	1			3		4		3	2		2	2		2	4	1	1		3	2	1	1	3	1	2	6	1	3		1		2	3	1	4	1	2	2		2	1			6		5	1		4			3	6	2
chr11:105137600-105151178:+	1																	1									1						1																																					1		
chr11:106229980-106236555:-	1					1									1	3			3				5			1			1	2		1		3												3								1	3	1								1								
chr11:106459760-106459931:-	1																																																																							
chr11:106492987-106495846:-	1								1																										2																																					
chr11:106985828-106990615:-	1										1																			2					1																							1			1											
chr11:107483532-107511040:+	1	1							1	2			3			3		1				1		1				1	1			1	6	1					2		1								1		1		2		2		3	1						1								
chr11:110004958-110005167:-	1																																																																							
chr11:112582118-112582540:-	2	4		1				2		2	2		1							2	1				1			1	1		7	1											1										2	2								1				1	2			3		
chr11:113542671-113542912:+	1																										2																																													
chr11:115676266-115677138:+	1																																1													1									1																	
chr11:116249495-116253199:-	2															1																																																								
chr11:117032244-117041564:+	1																																																																							
chr11:120706866-120707159:-	1																			1						3																																														
chr11:120709813-120709987:+	2			5	7		2		3	5	1	2				4	3		2		1	1	5	4	4	3		4	3	1	1	4			1		1	2	4						6	2		3	2	4		2	1		1	1	2	2												1	2	2
chr11:121387821-121394613:+	1																																1																												1				2			2				
chr12:3667606-3698389:+	5	7	1	3	3		8	8	1	13	9	9	5	11	11	2	4	4	2	7		12		6	9	6	7	12	6	7	15	3	8	8	14	4	9	8	17	3		11	2	3	8	7	1	16	11	7	10	1	5	17	6	3	5	10	3		8	8		7	3	4	7	7	10	9	4	8
chr12:4680637-4683562:+	1																1																								1				1																				1							
chr12:4812327-4814147:-	3							1	2			2				2								1		3		1	1			1		4			1	3			2			2				1	3		4		2					2									1	1			2	3
chr12:8277220-8288615:+	1											2	1			1									1					1	1	1			1						1																	1			1			1								
chr12:12408046-12419965:+	1																																																																							
chr12:13532387-13534045:+	1							4		3	1	2		4	1	2			4			2		2			1			1			5				6	2			2		2	4				1		1			3			2	2	1				2	1		2		3		2		1	2
chr12:17015012-17025559:+	1																																																																							
chr12:17018212-17018767:+	1																																					1						1																												1
chr12:17029677-17029862:+	1																																																																							
chr12:17418310-17429301:+	1								1							1								1						2																																										
chr12:21254049-21256330:+	1											1																1																																												
chr12:24928190-24974293:+	2										1					1									1	1								2														1							1																	
chr12:31848503-31889853:+	1																																																																							
chr12:32015114-32026024:-	1									2				1																																															1						1					
chr12:32883031-32884927:+	1					2		1								1			1					1											1						1			1																			1	2			1					
chr12:35135938-35157555:+	1	3																	2								1		2			1		1					1																		1										1				2	
chr12:37451921-37464988:+	1																																																																							
chr12:40718405-40726789:+	1																	1																																													1									
chr12:46785069-46787140:+	1																																																																							
chr12:51673893-51708496:-	1												1		1																																	1			1							1													2	
chr12:51694777-51708496:-	3		5	9	10	3	4	4	9	10	9	10	7	7	7	4	4	6	6	8	6	4	10	9	6	9	4	2	5	1	11	6	9	9	6	3	8	6	4		12	16	6	12	4	8	2	12	9	17	12		7	6	4	8	2	7	2	3	5		1	7	7	5	8	5	7	6	9	6
chr12:51702185-51708496:-	5	6		1			1	4	2	4	5	3	7	3			2		2	4		2		2	5	3	2		2	1	5	2	4		4		8	1	6			4	2	13	4	2	2	3	2		3				2		5	5	1		6		1				3				5	1
chr12:51806002-51807953:-	1			2		4	3	3		4	1	1	4	2	1			2	1	4		3			3			1		1		2	3	4	3			1			1	3		4	2			1			1			1	2		3	2	1	2	6		2		2		1	2	2	5	3	1
chr12:51819057-51819488:-	2	1				1	1		1	1					2	3			1	3	2	1		4	4		2				5		2				2	1	1				1		1	1		3						1			2				1		1		4		2	1	5		3	1
chr12:51838003-51847755:-	1																											1																1																												
chr12:51994538-51996870:-	1													1											1																				1						1													1				1				
chr12:52562862-52566750:+	8	8	8	10	10	12	4	11	7	8	4	8	5	6	2	9	15	2	13	17	1	10	8	10	7	17	9	3	7	13	5	12	10	7	10		11	7	13		3	6	6	7	7	8	2	12	9	10	3	3	9	5	4	1	5	21	3	3	13	4	2	3	2	3	12	11	7	15	6	7
chr12:52562862-52609210:+	1																																						2																			1														
chr12:53186164-53189551:+	3	1			2				1				2		1	1		2	1			3				2			1	2		2	1	1				2		1				1		3			2	2	3		1			3	1		1			2		3	3	1		2	4	1	2	2
chr12:55375361-55385052:+	1																																																																							
chr12:55454254-55461283:+	2		1														1												2								1	1													1					1															1	1
chr12:57350131-57354250:+	1						1	1					1			2		1								3	2							3			2												1				1		1										1		1				1	
chr12:57372310-57379245:+	1		3				1	1				1	1	1				5	2					1				1		1	1			1			3	1			2	2	1	2				2			4							1					1	1						3		1
chr12:57663076-57673548:+	1											1												1																								1										1														
chr12:59097054-59098494:-	2	4		4				1		1	1			2		3		1	2	1	2				1	2		2	2	1	1	2		1	2		5	3	2		4			1				2	1		2		1		2	3	2	1	2	3	3			2	2					1		3
chr12:65063255-65067174:+	2																		1	1																																																				
chr12:65089235-65095054:+	1																																																																						2	
chr12:65112511-65116826:-	1																1																																	1												2		1								
chr12:67596743-67596938:+	1																																																																							
chr12:69349098-69350736:+	2		2	1	2	4	2	3	5	6	2	8	2	6	1	4	4	2	3	2	2	2		3	4	3	2	3	2	4	8	5	3		5		6	5	7	2	3	3		2	1	4		9		4	9		4				3	5	3	1	4	1	2		2		4		2	4	3	5
chr12:69367147-69369124:-	1			1		2		2	1	1		3				1	4	1	2			1		2	1		3	2	1	1		2			3	1	1		1	1	2		2	1		1				3			1	2	2		1	2						1	1					2		
chr12:69870196-69872557:-	1								1							1						1		1							2	1					3		2																		1					1			1					2		
chr12:69978312-69994359:+	1																																																																							
chr12:70253136-70254556:-	1																																	1																																						
chr12:73973331-73975072:+	1							1								1	1										1																	2					1	1		1		1	1	1																
chr12:75540188-75562572:-	2																																																																							
chr12:80410778-80451472:-	1								1						1																															1								1														1				
chr12:81182550-81217065:+	1																		1																																																					
chr12:81361034-81362878:-	1	1			1	4		1	3				2					1	3			2				1	4		1	2		1	2							2	2			1	3					2	2				1	3		2						5	1	1					5	
chr12:82387436-82389273:+	3	2							1			1	3	5	3		2	4	1		2				1		1				2		2	3	1		1	1	2		1	4				1		2		2					1	1								1	1	2		1			2	1
chr12:83641172-83642096:-	1				2																																																																			
chr12:84352700-84355206:+	1									1					1	1																						1			1																												2		1	1
chr12:84841815-84850689:-	1																	1																				1																																		1
chr12:85107037-85111768:+	1																																																																							
chr12:85910338-85926249:+	2			1				3	1	2	1			1						1	2			2									2		2				2			3				1		1	4		1		2	2	1			2						3							1	
chr12:85910338-85938984:+	1																																																																1			2				
chr12:86303255-86315835:+	1								2						2	1						2		2			1											1						1	1	1		1																	2							1
chr12:86303642-86315835:+	1							1			1					2									1				2			1	2					2		2	2		2						2	2	1					2			1			1		2								2
chr12:88368743-88397949:+	1																																																																							
chr12:91585191-91585581:-	1																										1																	1																												
chr12:99257496-99355176:-	2						1		3					1		3			1								2		3			1		1										1	2				2		1		1	1		2	1				2			4		3						
chr12:100562074-100585900:-	1						2				2					2				1						2				3	1			1				1				2	1	4					3	1	2			2		2	1	2			3	2				2				2	3	1
chr12:101015919-101022086:-	1																															1																																								
chr12:101828852-101856877:-	1	1																	1																				1					1																						2						
chr12:101911659-101914698:-	1					1													1								1						1																		4						1										1				1	
chr12:102774159-102779102:-	1													1									3	1			3	1			1													2		3				3						1	1							2			1					
chr12:106002799-106009151:+	2																			1																					1																															
chr12:110510509-110527902:+	1													2																					1									2																												
chr12:110616287-110618205:-	1																																																																							
chr12:110745730-110746324:+	1																										1	1									1												1												1											
chr12:111186245-111188831:+	1				1			1	1					1	1			2	1	1					2						2						2							1		3			1		2			1	1				1			1								2		
chr12:111742358-111745134:+	1	1																										1																														1														
chr12:111744454-111755893:+	1			2					1					3	3						2			4		2					1	2	2	1	1		1		1				1		1			1	2	4			2	1			1					1		2					1	1	2	
chr12:111824644-111838867:-	2					2			3	2	1	1	1			3							2	2										1			2	1	3		1					4		2	1	3	4	1	1	1				1			2					1		2	2	2		1
chr12:113958473-114140362:-	1																													1									1											2			6					1														
chr12:115109494-115299006:-	1																																																																							
chr12:116281450-116287830:+	8	2	8	9	7	3	3	7	6	8	9	4	7	5	7	9	1	10	12	6		5	4	4	8		6	4	2	3	7	7	5	3	3		8	3	8		5	10	4	6	4			6	9	7	4		3	5	2	2	6	4	4		5	7	3	8	5			3	5		6	3
chr13:3606314-3607057:+	2								1		2	1			1	2				3																				1															2												1					
chr13:3649652-3650334:-	1																																																																							
chr13:5914767-5915343:+	1																																																																							
chr13:8885333-8899705:-	1			2											1			1									3																						1	2	1														1							
chr13:9760182-9785502:-	2																		1					1			3				1	1						1						1				1		1	2				1		1	1			1			1					1	1		1
chr13:9770809-9785502:-	2					2	1	2				1		1			3	1				1						3	2				1				3	2				2	1						3		1				1	2			1	1	2	1					1					2
chr13:12212799-12265577:-	2																																																																							
chr13:13881087-13887445:+	1												1																																																											
chr13:17937689-17947542:-	1					2				1			1		2					1	3		1	2			5					1	1	1	2		4	3			1		1	2	1				1		3						1	2	1	1	1			1			1				4	3
chr13:17953537-17953711:-	1																																																																							
chr13:18994602-18998463:+	2											2			2				2									1			2								2										1									3		1				3								
chr13:32905941-32911115:-	1																																																																							
chr13:35999892-36000558:+	6	3	3	2	6	6	2	15	8	4	7	6	5		5	5	7	9	9	7	8	6	7	6	6	6	2	9	7	3	15	8	7		2	2	11	9	10	1	3	7	3	13	6	7	1	6	3	3	4	2	6	7	3	5	3	8	3		5	5	5	5	5	4	4	4	6	4	3	9
chr13:36416105-36430477:+	1	3	1	2	2		1	2	2	1	1	1	1	1			2	2	1	4	2	4		1	5	1			2		2		2					3	3	1		6						1	2		2	1		2		2			2		2		2	2	1	2	1		2	3		3
chr13:37100838-37130591:-	1																																																																							
chr13:37172808-37173059:-	1																			1																														1																						
chr13:38072847-38083763:+	1		1	3				1		2	1	1	2	2	1	1	7	1		2	1			4	2		2	1	1	1			3	1		1	5	2	3	2		1	3			3		1	5		2		1	1			3	1	1		1	1		3			2		6	2	1	2
chr13:38229249-38234286:+	1																																	1																																				1		
chr13:43565887-43578690:-	1																2	1																																								1														
chr13:43583924-43589618:-	1		1						2	2								2		2				1			1										2	2			2					3		2	1		2				1		4					1		1								2
chr13:43588290-43615299:-	1																		1																		1													1																						
chr13:45001756-45038356:+	1																																																																						2	
chr13:46005804-46110051:-	1			1		3			1		1	3	1	1		2		3	2	4		3		3	2			2	1			2			2			1	2		3			1			2	2	4	2	4		1			1		2				2		2			1	1	2		8	1
chr13:49038749-49039354:-	1			1	1								2	5					2												1		1	1	1					1	1										1		1	3		1	1		1			1					1				1	
chr13:49085773-49095645:-	2																																																							1										1						
chr13:49531732-49532579:+	1																																																																							
